"CODESTAB","CODMUNNASC","n_nascimentos","ANONASC","n_anomalias"
"6610501",150100,1,2013,0
"6627595",130260,6877,2013,54
"6663834",110002,53,2013,0
"6710158",150180,282,2013,2
"6762964",150050,29,2013,1
"6779069",150795,1347,2013,6
"6784542",140002,6,2013,0
"6827373",150815,11,2013,0
"6947077",150220,8,2013,0
"7011474",140010,2,2013,0
"7032625",150195,1,2013,0
"7132026",130353,3,2013,0
"7149743",130380,4,2013,0
"7163223",140028,2,2013,0
"7163231",140028,1,2013,0
"7218656",110149,213,2013,0
"7283458",150080,311,2013,0
"7360347",150220,55,2013,0
"7373120",172100,94,2013,0
"7453124",150140,64,2013,2
"8001448",150680,1138,2013,4
"8888888",150293,1,2013,0
"0000198",150140,20,2014,0
"0000265",110020,2,2014,0
"0000340",150060,3,2014,0
"0000356",150613,442,2014,6
"0000486",130260,91,2014,1
"0007641",150240,2359,2014,10
"0007684",150240,3451,2014,25
"2000024",120042,60,2014,0
"2000083",120033,121,2014,0
"2000121",120060,1175,2014,0
"2000296",120020,2960,2014,3
"2000393",120070,154,2014,1
"2000636",120030,539,2014,0
"2000725",120045,35,2014,0
"2000733",120040,5527,2014,11
"2000822",120038,8,2014,0
"2000865",120050,821,2014,0
"2000970",120034,84,2014,0
"2000997",120038,43,2014,0
"2001020",120005,73,2014,0
"2001500",120010,805,2014,0
"2001594",120035,161,2014,0
"2001748",120039,104,2014,0
"2002078",120040,4073,2014,10
"2011840",130260,1,2014,0
"2011859",130395,110,2014,0
"2011875",130230,450,2014,0
"2011891",130255,89,2014,2
"2011905",130310,644,2014,1
"2012022",130050,376,2014,1
"2012383",130080,485,2014,0
"2012480",130260,2609,2014,28
"2012499",130070,531,2014,0
"2012553",130410,330,2014,0
"2012618",130240,663,2014,0
"2012804",130423,285,2014,0
"2012812",130423,1,2014,0
"2012839",130185,268,2014,1
"2013029",130260,2060,2014,7
"2013045",130030,711,2014,5
"2013258",130250,2088,2014,9
"2013282",130014,240,2014,1
"2013320",130353,324,2014,1
"2013495",130210,86,2014,1
"2013509",130260,55,2014,0
"2013568",130195,193,2014,0
"2013614",130180,242,2014,0
"2013622",130180,1,2014,0
"2014688",130270,700,2014,5
"2014769",130260,1,2014,0
"2015242",130040,297,2014,0
"2016125",130406,430,2014,1
"2016141",130420,1706,2014,8
"2016249",130400,118,2014,1
"2016354",130068,247,2014,0
"2016397",130140,704,2014,3
"2016419",130090,222,2014,1
"2016443",130426,272,2014,3
"2016478",130360,134,2014,0
"2016540",130300,285,2014,5
"2016567",130440,178,2014,0
"2016605",130063,312,2014,1
"2016621",130260,3,2014,0
"2016648",130006,121,2014,0
"2016656",130083,127,2014,1
"2016672",130020,194,2014,0
"2016893",130340,1412,2014,2
"2016923",130190,1987,2014,2
"2016974",130060,808,2014,3
"2017016",130170,932,2014,2
"2017199",130260,1847,2014,2
"2017245",130260,628,2014,4
"2017318",130260,3660,2014,24
"2017342",130190,9,2014,0
"2017369",130190,8,2014,0
"2017555",130100,576,2014,0
"2017652",130110,115,2014,0
"2017660",130280,239,2014,0
"2017679",130008,164,2014,0
"2017717",130160,594,2014,2
"2017768",130002,256,2014,4
"2017792",130260,1938,2014,5
"2017873",130260,1,2014,0
"2017911",130440,4,2014,0
"2017997",130165,39,2014,1
"2018012",130260,1303,2014,4
"2018055",130260,1217,2014,17
"2018098",130260,1194,2014,3
"2018128",130390,487,2014,2
"2018136",130120,1649,2014,11
"2018144",130290,1102,2014,10
"2018365",130260,1260,2014,5
"2018373",130260,2,2014,0
"2018381",130350,325,2014,0
"2019523",130130,382,2014,1
"2019558",130260,5576,2014,56
"2019566",130260,1513,2014,6
"2019574",130260,1,2014,0
"2019604",130330,310,2014,0
"2019647",160030,1,2014,0
"2019663",160023,49,2014,0
"2019671",160070,50,2014,0
"2019701",160010,66,2014,0
"2019728",160020,128,2014,0
"2019736",160053,110,2014,1
"2019914",160030,2,2014,0
"2019973",160030,1,2014,0
"2020068",160030,8182,2014,36
"2020076",160027,1366,2014,13
"2020149",160080,15,2014,0
"2020165",160040,11,2014,0
"2020653",160030,1,2014,0
"2020688",160080,1,2014,0
"2020726",160055,2,2014,0
"2020890",160030,3353,2014,1
"2021021",160021,12,2014,0
"2021064",160060,2691,2014,10
"2021080",160050,1,2014,0
"2021102",160050,12,2014,0
"2021110",160050,10,2014,0
"2021137",160050,3,2014,0
"2021218",160015,28,2014,0
"2021293",160025,7,2014,0
"2021382",160005,10,2014,0
"2021404",160030,2,2014,0
"2021455",160050,1,2014,0
"2021463",160050,377,2014,4
"2021765",160060,51,2014,0
"2021811",160030,448,2014,2
"2311763",150130,1576,2014,1
"2311801",150796,3,2014,0
"2311887",150440,1,2014,0
"2311992",150290,94,2014,2
"2312026",150746,1,2014,0
"2312050",150380,568,2014,1
"2312069",150380,297,2014,0
"2312077",150618,41,2014,0
"2312093",150618,78,2014,0
"2312115",150380,109,2014,1
"2312123",150506,560,2014,0
"2312131",150618,291,2014,2
"2312158",150277,291,2014,1
"2312166",150175,54,2014,1
"2312174",150309,374,2014,1
"2312182",150549,61,2014,0
"2312298",150715,203,2014,0
"2312387",150750,97,2014,0
"2312646",150506,1,2014,0
"2312980",150280,14,2014,0
"2313014",150110,222,2014,1
"2313049",150070,539,2014,0
"2313057",150310,473,2014,1
"2313286",150210,1,2014,0
"2313367",150210,685,2014,5
"2313669",150540,92,2014,1
"2313693",150800,1,2014,0
"2314002",150820,533,2014,1
"2314037",150130,2,2014,0
"2314312",150260,8,2014,0
"2314436",150700,280,2014,2
"2314460",150700,1,2014,0
"2314584",150220,1,2014,0
"2314592",150730,1,2014,0
"2314819",150620,554,2014,0
"2315459",150690,2,2014,0
"2316005",150490,502,2014,1
"2316013",150570,106,2014,1
"2316021",150770,543,2014,2
"2316048",150030,236,2014,0
"2316064",150630,341,2014,0
"2316080",150250,44,2014,1
"2316161",150640,56,2014,0
"2316234",150200,245,2014,0
"2316277",150770,1,2014,0
"2316471",150442,1,2014,0
"2316552",150790,362,2014,0
"2316641",150613,1,2014,0
"2316668",150613,122,2014,0
"2316757",150390,950,2014,8
"2316773",150390,3,2014,0
"2316803",150390,5,2014,0
"2316846",150635,1,2014,0
"2317028",150812,307,2014,0
"2317117",150230,1,2014,0
"2317230",150307,3,2014,0
"2317311",150180,1,2014,0
"2317397",150330,536,2014,3
"2317532",150410,1,2014,0
"2317605",150180,1,2014,0
"2317621",150180,5,2014,0
"2317672",150180,2,2014,0
"2317931",150340,1,2014,0
"2317958",150720,96,2014,0
"2317982",150720,1,2014,0
"2317990",150616,286,2014,2
"2318059",150276,55,2014,0
"2318172",150808,305,2014,0
"2318180",150808,393,2014,3
"2318326",150616,2,2014,0
"2318482",150010,1936,2014,8
"2318628",150550,1752,2014,9
"2318644",150550,155,2014,0
"2318652",150550,88,2014,0
"2318660",150010,39,2014,0
"2318687",150010,303,2014,1
"2318865",150543,592,2014,0
"2319659",140010,1,2014,0
"2319667",140002,8,2014,0
"2320045",140015,28,2014,0
"2320185",140070,35,2014,0
"2320363",140017,1,2014,0
"2320541",140040,103,2014,0
"2320665",140010,2,2014,0
"2320681",140010,1,2014,0
"2320800",140060,2,2014,0
"2320886",140030,14,2014,0
"2328542",150080,97,2014,1
"2328658",150080,1,2014,0
"2328798",150080,15,2014,0
"2328968",150270,162,2014,0
"2328976",150270,44,2014,1
"2328992",150270,588,2014,3
"2329387",150013,73,2014,0
"2329484",150020,664,2014,3
"2329506",150020,1,2014,0
"2329565",150670,1,2014,0
"2329891",150680,2992,2014,10
"2329905",150680,2395,2014,11
"2330067",150680,3,2014,0
"2330350",150060,536,2014,0
"2330652",150060,6,2014,0
"2330830",150060,1987,2014,10
"2330938",150085,424,2014,2
"2330946",150780,161,2014,1
"2330962",150230,589,2014,0
"2330970",150350,29,2014,0
"2330997",150360,306,2014,0
"2331004",150360,79,2014,0
"2331012",150360,301,2014,0
"2331020",150360,38,2014,0
"2331063",150360,1,2014,0
"2331098",150360,1187,2014,0
"2331101",150360,331,2014,0
"2331292",150619,401,2014,2
"2331411",150600,1,2014,0
"2331500",150300,143,2014,0
"2331578",150503,419,2014,3
"2331586",150619,2,2014,0
"2331691",150375,304,2014,0
"2331748",150050,562,2014,3
"2331756",150600,371,2014,1
"2331845",150285,73,2014,1
"2331861",150040,1126,2014,7
"2332140",150145,1,2014,0
"2332299",150510,929,2014,5
"2332469",150100,93,2014,1
"2332620",150140,2008,2014,1
"2332671",150140,4156,2014,6
"2332930",150140,1161,2014,1
"2332981",150140,1,2014,0
"2333031",150140,1284,2014,7
"2333112",150140,3377,2014,3
"2333228",150140,536,2014,0
"2333430",150745,401,2014,1
"2333538",150658,19,2014,0
"2333589",150658,9,2014,0
"2334798",110005,1,2014,0
"2334801",110005,191,2014,1
"2340992",150140,3578,2014,9
"2359618",171900,2,2014,0
"2359693",171360,2,2014,0
"2359707",171488,1,2014,0
"2360411",150800,554,2014,1
"2369923",110070,2,2014,0
"2370328",170900,67,2014,0
"2370344",172120,483,2014,0
"2370476",172030,2,2014,0
"2370492",172080,5,2014,0
"2370670",170560,1,2014,0
"2370689",170390,2,2014,0
"2370727",170410,1,2014,0
"2370735",170307,1,2014,0
"2370743",170307,1,2014,0
"2370794",170720,4,2014,0
"2370808",170555,1,2014,0
"2418657",150180,2054,2014,14
"2418665",150210,1832,2014,5
"2418673",150304,236,2014,2
"2467577",171850,2,2014,0
"2468123",172100,1,2014,0
"2468271",171650,518,2014,7
"2468387",171630,1,2014,0
"2468689",171886,1,2014,0
"2468786",172130,1,2014,0
"2468840",172065,3,2014,0
"2468867",172025,3,2014,0
"2468972",170255,1660,2014,6
"2468999",170740,6,2014,0
"2469189",171180,1,2014,0
"2469235",170510,1,2014,0
"2469340",171050,92,2014,0
"2469367",170770,3,2014,0
"2469375",172049,4,2014,0
"2469499",170220,2,2014,0
"2476649",140020,53,2014,0
"2476703",140050,23,2014,2
"2476711",140023,13,2014,0
"2476827",140045,103,2014,7
"2486776",170610,1,2014,0
"2486792",171070,2,2014,0
"2486806",171150,1,2014,0
"2486865",171890,1,2014,0
"2486938",170384,20,2014,0
"2487039",171270,11,2014,0
"2487055",171240,5,2014,0
"2492520",172100,2,2014,1
"2492555",172100,2,2014,0
"2494078",110020,1,2014,0
"2494167",170230,81,2014,0
"2494299",110002,743,2014,2
"2495228",110028,1202,2014,10
"2495279",110012,1995,2014,6
"2495414",110025,25,2014,0
"2496046",110004,1001,2014,3
"2496461",110020,1,2014,0
"2496534",110018,336,2014,1
"2496879",110015,536,2014,1
"2496895",110015,5,2014,0
"2497468",110010,1,2014,0
"2504901",150613,1330,2014,2
"2504944",150613,43,2014,0
"2515229",171660,18,2014,0
"2515369",110020,19,2014,1
"2515415",110020,47,2014,1
"2515423",110020,121,2014,0
"2515431",110020,144,2014,0
"2515458",110020,49,2014,0
"2515466",110020,129,2014,0
"2515504",110002,523,2014,3
"2515520",110002,384,2014,1
"2515598",110002,203,2014,0
"2515601",110002,22,2014,0
"2515768",110010,997,2014,3
"2515989",110030,319,2014,0
"2515997",110030,2,2014,0
"2516047",110018,494,2014,1
"2516144",110012,124,2014,0
"2516276",110015,134,2014,0
"2516284",110015,317,2014,2
"2516292",110015,143,2014,0
"2516381",110004,200,2014,0
"2516500",110001,37,2014,0
"2516586",110028,10,2014,0
"2516594",110028,66,2014,0
"2537028",150815,733,2014,5
"2546671",170200,85,2014,0
"2546736",170820,39,2014,0
"2554852",170025,2,2014,0
"2555956",170100,1,2014,0
"2560240",171620,69,2014,0
"2560267",171430,1,2014,0
"2566141",140047,26,2014,0
"2566168",140010,8727,2014,30
"2566206",140010,1,2014,0
"2589990",140045,1,2014,0
"2597497",170110,1,2014,0
"2600390",171670,31,2014,0
"2600420",171420,11,2014,0
"2614189",150370,6,2014,0
"2614472",150553,277,2014,1
"2614634",150553,660,2014,0
"2615711",150370,702,2014,2
"2615738",150034,102,2014,1
"2615746",150553,3319,2014,5
"2615754",150553,408,2014,0
"2615762",150553,170,2014,0
"2615770",150420,583,2014,1
"2615797",150420,7,2014,0
"2615800",150420,144,2014,0
"2615819",150420,115,2014,1
"2615835",150080,2900,2014,10
"2615843",150280,471,2014,0
"2615991",150555,160,2014,1
"2616114",150172,76,2014,2
"2616165",150172,10,2014,0
"2616181",150835,98,2014,0
"2616211",150548,428,2014,1
"2616483",150345,365,2014,0
"2616491",150230,644,2014,0
"2616513",150812,94,2014,0
"2619717",150442,2564,2014,18
"2619938",150530,1275,2014,7
"2619946",150797,292,2014,2
"2620006",150805,150,2014,0
"2620057",150360,9,2014,0
"2620103",150650,348,2014,2
"2621584",150440,75,2014,1
"2621592",150840,554,2014,0
"2621606",150840,100,2014,0
"2621614",150810,777,2014,9
"2621622",150810,143,2014,0
"2621630",150810,28,2014,0
"2621649",150810,1751,2014,7
"2622319",150275,357,2014,2
"2622459",150800,679,2014,1
"2622467",150220,2,2014,0
"2622475",150445,385,2014,1
"2622491",150563,14,2014,0
"2647095",172210,294,2014,1
"2649381",170270,2,2014,0
"2651343",170210,33,2014,0
"2652250",150480,1,2014,0
"2652706",150480,5,2014,0
"2652722",150480,133,2014,0
"2658801",171575,1,2014,0
"2658860",171790,7,2014,0
"2658887",171780,4,2014,0
"2667711",170710,5,2014,0
"2667738",170600,2,2014,0
"2667746",170610,3,2014,0
"2672111",150840,196,2014,1
"2673886",150553,397,2014,0
"2674785",150660,175,2014,3
"2675951",150190,185,2014,3
"2676001",150125,5,2014,0
"2676044",150060,778,2014,3
"2676087",150655,12,2014,0
"2676109",150715,19,2014,0
"2676125",150747,72,2014,0
"2676192",150760,583,2014,0
"2676354",150620,1,2014,0
"2676435",150620,454,2014,1
"2676923",150580,1041,2014,6
"2676966",150610,37,2014,0
"2677008",150611,2,2014,0
"2677024",150611,8,2014,0
"2677040",150618,263,2014,1
"2677229",150560,2,2014,0
"2677407",150405,483,2014,4
"2677431",150460,554,2014,0
"2677504",150195,25,2014,1
"2677563",150215,767,2014,1
"2677571",150293,337,2014,0
"2677598",150293,285,2014,0
"2678322",150170,109,2014,1
"2678403",150170,2157,2014,4
"2678500",150178,267,2014,1
"2678578",150090,124,2014,0
"2678624",150157,164,2014,1
"2678756",150170,1581,2014,2
"2679191",110029,12,2014,0
"2679477",110001,146,2014,2
"2680297",170650,2,2014,0
"2680378",170550,6,2014,0
"2680394",171610,60,2014,0
"2694514",150730,1,2014,0
"2694530",150730,520,2014,4
"2694891",150730,52,2014,0
"2695251",150140,1193,2014,7
"2697289",150470,629,2014,9
"2708892",130150,331,2014,6
"2708906",130200,81,2014,1
"2708914",130220,137,2014,3
"2708922",130320,112,2014,1
"2708930",130356,137,2014,1
"2711184",150590,592,2014,0
"2717379",130010,217,2014,0
"2717387",130380,16,2014,0
"2717395",130430,324,2014,2
"2743590",110020,1111,2014,4
"2743604",110020,2,2014,0
"2743612",110170,1,2014,0
"2744392",110150,119,2014,3
"2744414",110175,1,2014,0
"2752700",150140,7752,2014,123
"2755149",171610,1259,2014,12
"2755157",172100,5338,2014,61
"2755165",170210,6020,2014,41
"2755173",172090,176,2014,2
"2755246",172100,14,2014,0
"2757214",150330,482,2014,2
"2765632",170190,23,2014,1
"2765640",170930,676,2014,3
"2765659",171320,627,2014,6
"2765667",170550,371,2014,0
"2772329",150400,198,2014,2
"2784637",110004,298,2014,0
"2786095",170700,465,2014,2
"2786109",170950,2023,2014,5
"2786117",172100,2,2014,0
"2786125",171820,1,2014,0
"2792451",170240,233,2014,3
"2792478",172100,491,2014,5
"2793903",150430,130,2014,0
"2798484",110030,1730,2014,10
"2803232",110008,1,2014,0
"2804638",150320,116,2014,0
"2806630",110045,1,2014,0
"2806681",110037,1,2014,0
"2806711",110092,2,2014,0
"2806886",110020,1,2014,0
"2806932",110011,3,2014,0
"2807076",110045,265,2014,0
"2807084",110060,1,2014,0
"2808501",110034,22,2014,1
"2808528",110003,15,2014,0
"2808544",110006,134,2014,0
"2808560",110008,106,2014,1
"2808579",110094,6,2014,0
"2808587",110009,95,2014,0
"2808595",110100,1,2014,0
"2808609",110011,557,2014,1
"2808617",110013,395,2014,2
"2808625",110130,37,2014,0
"2808633",110014,234,2014,3
"2808641",110143,37,2014,0
"2808668",110032,284,2014,3
"2808676",110040,9,2014,0
"3001083",150775,29,2014,0
"3003469",150295,409,2014,1
"3004104",130260,3951,2014,12
"3009955",150370,5,2014,0
"3037177",130395,1,2014,0
"3049434",110009,192,2014,0
"3049450",110009,149,2014,0
"3090825",130340,1,2014,0
"3106225",150140,54,2014,1
"3112306",150400,1,2014,0
"3112349",150400,1,2014,0
"3112845",130340,3,2014,0
"3142701",170950,57,2014,0
"3151794",130260,8895,2014,64
"3152928",110012,323,2014,2
"3156516",110130,93,2014,1
"3157725",150130,53,2014,0
"3180867",130410,2,2014,0
"3185591",150613,268,2014,0
"3210243",130340,805,2014,4
"3220966",130370,539,2014,5
"3231046",160030,2,2014,0
"3331342",170950,62,2014,0
"3332217",170950,212,2014,0
"3385205",170070,1,2014,0
"3472264",150140,34,2014,0
"3503259",110012,111,2014,0
"3521532",110020,1,2014,0
"3523462",130190,8,2014,0
"3537234",150553,228,2014,0
"3542017",150710,6,2014,1
"3581659",130420,14,2014,0
"3582981",110012,1,2014,0
"3607372",150810,261,2014,2
"3651665",110004,41,2014,0
"3654796",150565,157,2014,1
"3656969",150140,500,2014,7
"3668770",171820,1489,2014,16
"3738698",150145,76,2014,0
"3768104",170380,1,2014,0
"3792595",110011,309,2014,0
"3937127",130260,140,2014,0
"3970442",110020,4155,2014,7
"4001303",110020,3696,2014,85
"4001958",110033,196,2014,0
"4002547",110080,1,2014,0
"4002768",110110,23,2014,1
"4003039",110140,53,2014,0
"4004701",130380,8,2014,0
"4004728",130380,3,2014,0
"4004760",130380,7,2014,0
"4004779",130380,2,2014,0
"4004787",130380,640,2014,1
"4004876",140005,3,2014,0
"4005732",150120,456,2014,0
"4005759",150140,226,2014,1
"4006429",150830,471,2014,0
"5004764",171750,5,2014,0
"5052424",170950,11,2014,0
"5101344",140010,337,2014,0
"5144175",172100,368,2014,2
"5193273",170560,4,2014,0
"5260663",150550,4,2014,0
"5294568",150680,56,2014,0
"5332419",150140,2,2014,0
"5332427",150140,4124,2014,5
"5353947",120032,68,2014,0
"5359201",130080,2,2014,0
"5373859",171700,1,2014,0
"5380154",130130,1,2014,0
"5438888",150140,22,2014,0
"5448158",150140,322,2014,1
"5455553",150060,2,2014,0
"5572924",150095,391,2014,0
"5585422",150680,52,2014,4
"5586488",130260,126,2014,1
"5597501",150060,88,2014,10
"5599504",150420,20,2014,0
"5618347",110020,130,2014,1
"5654335",150140,988,2014,2
"5701929",120001,43,2014,0
"5703425",150420,4673,2014,30
"5858208",120043,46,2014,1
"5874645",150215,207,2014,0
"5886201",150503,188,2014,0
"5915104",110045,686,2014,4
"5919541",150345,2,2014,0
"5925622",150307,1,2014,0
"5968496",150495,214,2014,1
"6044395",150360,5,2014,0
"6059627",110045,51,2014,0
"6090001",150450,1,2014,0
"6106005",150670,543,2014,2
"6166458",150530,1,2014,0
"6179703",110012,19,2014,0
"6185177",140010,388,2014,0
"6205224",110020,600,2014,10
"6250564",150080,1288,2014,0
"6254160",150730,103,2014,2
"6311040",150506,761,2014,1
"6311059",150506,86,2014,0
"6312314",150530,142,2014,2
"6355447",150497,32,2014,0
"6365302",150680,85,2014,1
"6366988",150178,1,2014,0
"6390463",172100,190,2014,2
"6425542",150803,7,2014,0
"6440630",150680,204,2014,2
"6446132",150730,44,2014,0
"6449743",130260,2,2014,0
"6463274",170310,1,2014,0
"6495427",150800,48,2014,0
"6497314",120040,4,2014,0
"6500552",150220,565,2014,0
"6510523",130420,50,2014,0
"6559476",150450,204,2014,3
"6569234",150480,935,2014,3
"6578373",150520,500,2014,1
"6585973",150530,4,2014,0
"6610501",150100,1,2014,0
"6627595",130260,7228,2014,56
"6663834",110002,41,2014,0
"6702740",150140,1,2014,0
"6710158",150180,237,2014,7
"6762964",150050,19,2014,0
"6779069",150795,1412,2014,0
"6791611",130270,1,2014,0
"6827373",150815,67,2014,2
"6943624",172100,1,2014,0
"6947077",150220,10,2014,0
"7084730",150140,1,2014,0
"7132026",130353,1,2014,0
"7149743",130380,4,2014,0
"7159250",130020,3,2014,0
"7159277",130020,1,2014,0
"7159315",130020,2,2014,0
"7218656",110149,400,2014,3
"7218842",150506,1,2014,0
"7231261",172110,1,2014,0
"7283458",150080,2048,2014,2
"7360347",150220,1891,2014,0
"7373120",172100,401,2014,0
"7428626",110045,67,2014,0
"7453124",150140,55,2014,0
"7459750",130406,348,2014,0
"7459939",110045,1,2014,0
"7470371",140047,189,2014,0
"7504144",150730,1,2014,0
"7530005",150680,1,2014,0
"7544413",150172,1,2014,0
"7580878",150309,4,2014,0
"8001448",150680,924,2014,3
"0000198",150140,1,2015,0
"0000340",150060,3,2015,0
"0000486",130260,122,2015,0
"0007641",150240,2412,2015,6
"0007684",150240,3411,2015,19
"0007714",150240,2,2015,0
"2000024",120042,39,2015,0
"2000083",120033,102,2015,0
"2000121",120060,1116,2015,0
"2000296",120020,3022,2015,0
"2000393",120070,150,2015,1
"2000636",120030,522,2015,3
"2000725",120045,54,2015,0
"2000733",120040,6479,2015,156
"2000822",120038,6,2015,0
"2000865",120050,795,2015,0
"2000970",120034,93,2015,0
"2000989",120038,1,2015,0
"2000997",120038,42,2015,0
"2001020",120005,65,2015,0
"2001500",120010,819,2015,0
"2001594",120035,156,2015,0
"2001748",120039,100,2015,0
"2002078",120040,3140,2015,18
"2011859",130395,119,2015,0
"2011875",130230,470,2015,0
"2011891",130255,115,2015,1
"2011905",130310,662,2015,0
"2012022",130050,440,2015,4
"2012383",130080,489,2015,5
"2012480",130260,3240,2015,30
"2012499",130070,522,2015,0
"2012553",130410,374,2015,0
"2012618",130240,634,2015,0
"2012804",130423,327,2015,0
"2012839",130185,153,2015,0
"2013029",130260,1822,2015,4
"2013045",130030,653,2015,4
"2013258",130250,2010,2015,2
"2013282",130014,265,2015,3
"2013320",130353,278,2015,1
"2013495",130210,102,2015,4
"2013509",130260,30,2015,1
"2013568",130195,229,2015,0
"2013614",130180,276,2015,0
"2013622",130180,7,2015,0
"2014688",130270,685,2015,4
"2015242",130040,269,2015,0
"2016125",130406,59,2015,0
"2016141",130420,1895,2015,15
"2016230",130140,2,2015,0
"2016249",130400,157,2015,1
"2016354",130068,295,2015,0
"2016397",130140,716,2015,6
"2016419",130090,215,2015,0
"2016443",130426,241,2015,0
"2016478",130360,119,2015,0
"2016540",130300,245,2015,4
"2016567",130440,130,2015,0
"2016605",130063,315,2015,0
"2016648",130006,162,2015,2
"2016656",130083,94,2015,3
"2016672",130020,194,2015,1
"2016893",130340,1153,2015,6
"2016923",130190,1976,2015,0
"2016974",130060,817,2015,0
"2017016",130170,932,2015,0
"2017199",130260,2281,2015,8
"2017245",130260,88,2015,0
"2017318",130260,3680,2015,11
"2017342",130190,16,2015,0
"2017369",130190,7,2015,0
"2017555",130100,543,2015,1
"2017652",130110,106,2015,0
"2017660",130280,173,2015,0
"2017679",130008,118,2015,1
"2017717",130160,625,2015,2
"2017768",130002,286,2015,1
"2017792",130260,2060,2015,10
"2017911",130440,5,2015,0
"2017997",130165,39,2015,0
"2018012",130260,1571,2015,12
"2018055",130260,548,2015,7
"2018098",130260,613,2015,1
"2018128",130390,501,2015,2
"2018136",130120,1672,2015,10
"2018144",130290,1092,2015,4
"2018187",130370,1,2015,0
"2018365",130260,1301,2015,4
"2018381",130350,335,2015,0
"2019523",130130,407,2015,1
"2019558",130260,5751,2015,35
"2019566",130260,1459,2015,7
"2019604",130330,353,2015,2
"2019663",160023,31,2015,0
"2019671",160070,54,2015,0
"2019701",160010,108,2015,0
"2019728",160020,118,2015,1
"2019736",160053,229,2015,2
"2019914",160030,4,2015,0
"2020068",160030,7924,2015,47
"2020076",160027,1279,2015,11
"2020149",160080,24,2015,0
"2020165",160040,15,2015,0
"2020467",160070,1,2015,0
"2020688",160080,1,2015,0
"2020726",160055,1,2015,0
"2020890",160030,3369,2015,1
"2021021",160021,4,2015,0
"2021064",160060,2585,2015,13
"2021102",160050,2,2015,0
"2021110",160050,2,2015,0
"2021218",160015,30,2015,0
"2021293",160025,8,2015,0
"2021382",160005,11,2015,0
"2021412",160015,1,2015,0
"2021463",160050,342,2015,6
"2021765",160060,55,2015,0
"2021811",160030,340,2015,1
"2022249",160040,1,2015,0
"2311763",150130,1473,2015,0
"2311801",150796,2,2015,0
"2311992",150290,120,2015,1
"2312026",150746,3,2015,0
"2312050",150380,675,2015,2
"2312069",150380,181,2015,0
"2312077",150618,36,2015,0
"2312093",150618,79,2015,1
"2312115",150380,59,2015,0
"2312123",150506,579,2015,0
"2312131",150618,417,2015,3
"2312158",150277,273,2015,0
"2312166",150175,56,2015,0
"2312174",150309,318,2015,1
"2312182",150549,62,2015,1
"2312298",150715,255,2015,2
"2312387",150750,104,2015,0
"2312522",150277,1,2015,0
"2312573",150506,1,2015,0
"2312603",150506,1,2015,0
"2313014",150110,207,2015,1
"2313049",150070,584,2015,0
"2313057",150310,448,2015,1
"2313367",150210,534,2015,7
"2313669",150540,113,2015,0
"2313707",150800,1,2015,0
"2314002",150820,423,2015,3
"2314312",150260,3,2015,0
"2314428",150220,1,2015,0
"2314436",150700,282,2015,4
"2314460",150700,2,2015,0
"2314819",150620,776,2015,0
"2315459",150690,2,2015,0
"2316005",150490,488,2015,1
"2316013",150570,110,2015,0
"2316021",150770,587,2015,4
"2316048",150030,253,2015,2
"2316064",150630,379,2015,0
"2316080",150250,38,2015,2
"2316161",150640,44,2015,0
"2316234",150200,218,2015,0
"2316552",150790,350,2015,0
"2316668",150613,114,2015,0
"2316757",150390,911,2015,6
"2316773",150390,4,2015,0
"2316803",150390,1,2015,0
"2316846",150635,1,2015,0
"2317028",150812,316,2015,0
"2317230",150307,1,2015,0
"2317389",150330,3,2015,0
"2317397",150330,539,2015,3
"2317419",150330,2,2015,0
"2317532",150410,2,2015,0
"2317621",150180,4,2015,0
"2317656",150180,1,2015,0
"2317672",150180,4,2015,0
"2317931",150340,18,2015,0
"2317958",150720,109,2015,0
"2317990",150616,255,2015,0
"2318059",150276,49,2015,0
"2318083",150808,1,2015,0
"2318172",150808,205,2015,0
"2318180",150808,486,2015,3
"2318482",150010,1800,2015,9
"2318628",150550,1726,2015,3
"2318644",150550,151,2015,0
"2318652",150550,83,2015,0
"2318660",150010,11,2015,0
"2318687",150010,251,2015,1
"2318865",150543,642,2015,2
"2319667",140002,8,2015,0
"2320045",140015,23,2015,0
"2320053",140015,1,2015,0
"2320185",140070,49,2015,0
"2320398",140040,1,2015,0
"2320436",140040,1,2015,0
"2320541",140040,106,2015,0
"2320665",140010,3,2015,0
"2320770",140050,1,2015,0
"2320800",140060,7,2015,0
"2320886",140030,17,2015,0
"2328542",150080,58,2015,1
"2328798",150080,4,2015,0
"2328968",150270,150,2015,1
"2328976",150270,25,2015,0
"2328992",150270,582,2015,3
"2329131",150618,1,2015,0
"2329387",150013,141,2015,0
"2329484",150020,461,2015,1
"2329506",150020,3,2015,0
"2329565",150670,9,2015,0
"2329891",150680,2866,2015,9
"2329905",150680,2935,2015,9
"2330083",150680,1,2015,0
"2330350",150060,652,2015,1
"2330652",150060,5,2015,0
"2330725",150060,9,2015,0
"2330830",150060,2482,2015,7
"2330938",150085,426,2015,2
"2330946",150780,174,2015,1
"2330962",150230,477,2015,0
"2330970",150350,52,2015,1
"2330997",150360,212,2015,0
"2331004",150360,69,2015,0
"2331012",150360,329,2015,0
"2331020",150360,53,2015,0
"2331098",150360,1117,2015,0
"2331101",150360,237,2015,1
"2331292",150619,322,2015,0
"2331373",150600,3,2015,0
"2331411",150600,1,2015,0
